property_master_id,rera_id,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-1F2DB800A526,RERA-KAR-02522198,Ongoing,8.0,41.0,19.5,27.0,8,0.75,0
PROP-214A5735A717,,Unregistered,,,,,0,1.0,0
PROP-9BC94253216A,RERA-KAR-29698877,Ongoing,23.0,37.0,62.2,145.0,22,0.273,0
PROP-E389FDDBF12C,RERA-KAR-19395779,Ongoing,47.0,53.0,88.7,108.0,5,0.6,1
PROP-B483966D62DA,RERA-KAR-49086380,Ongoing,18.0,36.0,50.0,149.0,7,0.571,0
PROP-80C3F2A9BEBF,,Unregistered,,,,,0,1.0,0
PROP-CD77A0E36207,,Unregistered,,,,,0,1.0,0
PROP-D493AF2C705E,RERA-KAR-40270041,Ongoing,11.0,57.0,19.3,92.0,12,0.5,0
PROP-57F0708D759E,,Unregistered,,,,,0,1.0,0
PROP-F5F3C0648ECD,,Unregistered,,,,,0,1.0,0
PROP-53EA1E073943,RERA-KAR-54792649,Completed,39.0,37.0,100.0,98.0,9,1.0,2
PROP-72C92A30B4CD,,Unregistered,,,,,0,1.0,0
PROP-AAACB73BA1A1,,Unregistered,,,,,0,1.0,0
PROP-33F4AC06EA44,,Unregistered,,,,,0,1.0,0
PROP-A4962675C658,,Unregistered,,,,,0,1.0,0
PROP-77B70737CCEE,,Unregistered,,,,,0,1.0,0
PROP-FD0FD9E8ADEA,RERA-KAR-45556482,Completed,61.0,39.0,100.0,29.0,24,0.542,0
PROP-5709B713C4AE,,Unregistered,,,,,0,1.0,0
PROP-DCD80137386C,,Unregistered,,,,,0,1.0,0
PROP-F7536B1F23E1,RERA-KAR-07473999,Ongoing,29.0,57.0,50.9,49.0,26,0.615,0
PROP-B8421FE6772E,,Unregistered,,,,,0,1.0,0
PROP-C45641AA789B,RERA-KAR-38172896,Ongoing,18.0,32.0,56.2,25.0,7,0.429,0
PROP-9F1C62C0B21A,RERA-KAR-80574660,Completed,36.0,34.0,100.0,52.0,9,0.889,1
PROP-5F3153BD5853,,Unregistered,,,,,0,1.0,0
PROP-C7B354DAE7D3,,Unregistered,,,,,0,1.0,0
PROP-C4659361083A,RERA-KAR-47766512,Completed,34.0,31.0,100.0,166.0,13,0.923,4
PROP-75912FA63043,RERA-KAR-36518057,Ongoing,27.0,55.0,49.1,12.0,12,0.333,0
PROP-58CFD920F3C4,RERA-KAR-58987658,Completed,36.0,24.0,100.0,112.0,10,0.8,0
PROP-7220408E9361,,Unregistered,,,,,0,1.0,0
PROP-C5B6591960BE,,Unregistered,,,,,0,1.0,0
PROP-638B664BD17D,,Unregistered,,,,,0,1.0,0
PROP-67D2312018CF,RERA-KAR-05275854,Ongoing,40.0,41.0,97.6,42.0,15,0.333,0
PROP-D28DA693B336,RERA-KAR-50042463,Ongoing,25.0,57.0,43.9,19.0,8,0.5,0
PROP-5D72D298B695,,Unregistered,,,,,0,1.0,0
PROP-A85525D6133D,RERA-KAR-69533106,Ongoing,16.0,24.0,66.7,51.0,12,0.583,0
PROP-4A86F269A0E3,,Unregistered,,,,,0,1.0,0
PROP-01AD7F83AFFB,,Unregistered,,,,,0,1.0,0
PROP-843638BA1FCD,,Unregistered,,,,,0,1.0,0
PROP-6F46D1C72810,,Unregistered,,,,,0,1.0,0
PROP-0A3A4948FB7A,RERA-KAR-81211483,Ongoing,9.0,48.0,18.8,177.0,31,0.516,0
PROP-B4244CEC07A1,RERA-KAR-90921285,Ongoing,19.0,54.0,35.2,111.0,15,0.667,0
PROP-98F2AC69F016,RERA-KAR-52882133,Ongoing,15.0,39.0,38.5,40.0,21,0.333,0
PROP-1C92193D699B,RERA-KAR-59805484,Ongoing,18.0,31.0,58.1,74.0,17,0.706,3
PROP-2CEADC40C816,,Unregistered,,,,,0,1.0,0
PROP-51CD6F42C917,,Unregistered,,,,,0,1.0,0
PROP-B358AA3DD844,,Unregistered,,,,,0,1.0,0
PROP-0E9DA33E3DF4,,Unregistered,,,,,0,1.0,0
PROP-25BA1D886C3A,RERA-KAR-45984869,Ongoing,19.0,49.0,38.8,20.0,8,0.625,0
PROP-82FCFD32A3CF,RERA-KAR-46194332,Ongoing,26.0,41.0,63.4,64.0,15,0.333,0
PROP-79E1275CDD26,,Unregistered,,,,,0,1.0,0
PROP-D9D5A4C9C076,,Unregistered,,,,,0,1.0,0
PROP-5514AFF20F84,,Unregistered,,,,,0,1.0,0
PROP-C9ECF17B949C,,Unregistered,,,,,0,1.0,0
PROP-77F0B7A6F763,,Unregistered,,,,,0,1.0,0
PROP-E7C2E49BFCA9,RERA-KAR-10640629,Ongoing,11.0,39.0,28.2,35.0,14,0.929,2
PROP-BE658B48D25F,,Unregistered,,,,,0,1.0,0
PROP-0530BE24490C,,Unregistered,,,,,0,1.0,0
PROP-6B995F9BA84B,RERA-KAR-63411639,Ongoing,29.0,45.0,64.4,104.0,47,0.149,0
PROP-FA69DE21B708,,Unregistered,,,,,0,1.0,0
PROP-6F3E16BB04C8,,Unregistered,,,,,0,1.0,0
PROP-D635C17FCB73,,Unregistered,,,,,0,1.0,0
PROP-5972DB140E70,RERA-KAR-05554368,Ongoing,34.0,57.0,59.6,27.0,11,0.545,0
PROP-BA4B74C65640,RERA-KAR-53295603,Ongoing,41.0,48.0,85.4,56.0,32,0.5,0
PROP-9A3F36CCFAEE,RERA-KAR-54949844,Ongoing,26.0,59.0,44.1,88.0,11,0.455,0
PROP-9EB49BACBA68,RERA-KAR-45556482,Completed,40.0,39.0,100.0,29.0,17,0.353,0
PROP-4E0E957A1F9B,RERA-KAR-62154354,Ongoing,8.0,25.0,32.0,88.0,10,0.5,0
PROP-B6D0D4410215,,Unregistered,,,,,0,1.0,0
PROP-6E062BD129DF,,Unregistered,,,,,0,1.0,0
PROP-E423291FED8E,RERA-KAR-62678503,Ongoing,9.0,24.0,37.5,91.0,12,0.5,0
PROP-99E40CE8658A,,Unregistered,,,,,0,1.0,0
PROP-AEACB3BC83DF,RERA-KAR-29462642,Ongoing,40.0,48.0,83.3,96.0,9,0.778,0
PROP-3F1DEB5F1127,,Unregistered,,,,,0,1.0,0
PROP-92CAED17B68C,RERA-KAR-36361554,Ongoing,8.0,32.0,25.0,148.0,9,0.667,0
PROP-069B08308E58,RERA-KAR-51469049,Ongoing,11.0,50.0,22.0,17.0,16,0.375,0
PROP-5815C2243250,RERA-KAR-35500273,Completed,39.0,25.0,100.0,34.0,8,0.75,0
PROP-1FC5DB53B2F6,RERA-KAR-12322132,Ongoing,38.0,42.0,90.5,25.0,18,0.5,2
PROP-1F98AB95F69A,,Unregistered,,,,,0,1.0,0
PROP-F04C6219040D,RERA-KAR-99294056,Completed,61.0,47.0,100.0,48.0,17,0.471,0
PROP-3110F589BA2D,RERA-KAR-99294056,Ongoing,34.0,47.0,72.3,48.0,12,0.417,0
PROP-F20F61B28770,RERA-KAR-09438529,Completed,47.0,36.0,100.0,16.0,18,0.944,0
PROP-A3473590907D,,Unregistered,,,,,0,1.0,0
PROP-56BD47573E92,,Unregistered,,,,,0,1.0,0
PROP-51F5EABB2F61,,Unregistered,,,,,0,1.0,0
PROP-80747E7CD65D,RERA-KAR-58072638,Ongoing,20.0,29.0,69.0,54.0,27,0.63,0
PROP-17A782AFB533,,Unregistered,,,,,0,1.0,0
PROP-89ABBD394EC5,,Unregistered,,,,,0,1.0,0
PROP-B9B2AAC7A639,RERA-KAR-30894450,Completed,40.0,29.0,100.0,103.0,19,0.737,3
PROP-6F83A6D3852B,,Unregistered,,,,,0,1.0,0
PROP-1B05BDBB085B,RERA-KAR-49477027,Ongoing,17.0,58.0,29.3,192.0,21,0.714,2
PROP-1B522F7E5485,RERA-KAR-04616341,Completed,49.0,37.0,100.0,58.0,22,0.773,1
PROP-74376609C775,RERA-KAR-56050853,Ongoing,19.0,41.0,46.3,28.0,14,0.571,0
PROP-B9945CF42A39,,Unregistered,,,,,0,1.0,0
PROP-80CF2D62D63E,,Unregistered,,,,,0,1.0,0
PROP-34E9B4D262A5,RERA-KAR-28576423,Ongoing,33.0,55.0,60.0,197.0,11,0.636,1
PROP-1A191E863B26,,Unregistered,,,,,0,1.0,0
PROP-B183A6ECA433,,Unregistered,,,,,0,1.0,0
PROP-BF421BA4E522,RERA-KAR-90246943,Completed,58.0,56.0,100.0,77.0,27,0.667,1
PROP-29BBEE08AD6A,,Unregistered,,,,,0,1.0,0
PROP-4936D3D76392,RERA-KAR-57175285,Completed,31.0,27.0,100.0,121.0,14,0.571,0
PROP-2958A28B1BF2,RERA-KAR-69164215,Ongoing,33.0,56.0,58.9,168.0,11,0.636,0
PROP-FA206BD13CF8,,Unregistered,,,,,0,1.0,0
PROP-AB7855922473,RERA-KAR-06398161,Completed,60.0,28.0,100.0,95.0,4,0.5,1
PROP-F7BD9D22747D,,Unregistered,,,,,0,1.0,0
PROP-77F1D54F3A83,,Unregistered,,,,,0,1.0,0
PROP-F1ED358B82A9,,Unregistered,,,,,0,1.0,0
PROP-0251A5574962,RERA-KAR-94526547,Ongoing,41.0,49.0,83.7,42.0,9,0.778,0
PROP-01FEF977AF2F,,Unregistered,,,,,0,1.0,0
PROP-B7F81F0112BF,,Unregistered,,,,,0,1.0,0
PROP-A31D4F91FDA1,,Unregistered,,,,,0,1.0,0
PROP-38DF7ACDB881,,Unregistered,,,,,0,1.0,0
PROP-D652136E415C,RERA-KAR-21296097,Ongoing,15.0,50.0,30.0,126.0,8,0.625,0
PROP-063912162F60,,Unregistered,,,,,0,1.0,0
PROP-5A12E1DEB7BB,RERA-KAR-08440398,Ongoing,32.0,36.0,88.9,114.0,24,0.25,0
PROP-B2A436AFA30B,RERA-KAR-32904052,Completed,64.0,42.0,100.0,12.0,12,0.667,0
PROP-FA9BF2EA2AD3,,Unregistered,,,,,0,1.0,0
PROP-A0F31EFEC8DF,RERA-KAR-41487855,Ongoing,41.0,44.0,93.2,82.0,8,0.875,1
PROP-BE2A58E55014,RERA-KAR-14959026,Ongoing,12.0,30.0,40.0,104.0,8,0.75,2
PROP-21A4CEA38FC7,,Unregistered,,,,,0,1.0,0
PROP-84680D4605EF,,Unregistered,,,,,0,1.0,0
PROP-77307A7460E6,RERA-KAR-65860457,Ongoing,15.0,56.0,26.8,39.0,24,0.292,0
PROP-4406879C04B8,,Unregistered,,,,,0,1.0,0
PROP-F1C6F8EAEF70,,Unregistered,,,,,0,1.0,0
PROP-7E43CED63487,,Unregistered,,,,,0,1.0,0
PROP-D4F3E216F4A6,,Unregistered,,,,,0,1.0,0
PROP-1CD4344A6E0F,RERA-KAR-94356383,Ongoing,17.0,48.0,35.4,68.0,18,0.444,0
PROP-5D44A9CB0264,,Unregistered,,,,,0,1.0,0
PROP-37382CBB3A23,,Unregistered,,,,,0,1.0,0
PROP-CCC9097E109D,,Unregistered,,,,,0,1.0,0
PROP-A36F0478D992,,Unregistered,,,,,0,1.0,0
PROP-31774D75A02E,,Unregistered,,,,,0,1.0,0
PROP-B68F6CB38ABE,,Unregistered,,,,,0,1.0,0
PROP-15F778346255,,Unregistered,,,,,0,1.0,0
PROP-7DB68EE331F7,,Unregistered,,,,,0,1.0,0
PROP-097A4556D6A1,,Unregistered,,,,,0,1.0,0
PROP-860918630288,,Unregistered,,,,,0,1.0,0
PROP-DB72C049BBB7,RERA-KAR-37926564,Ongoing,38.0,54.0,70.4,179.0,14,0.643,0
PROP-C3677CA22876,RERA-KAR-54271977,Ongoing,27.0,43.0,62.8,74.0,15,0.867,2
PROP-DD52D94B45F6,RERA-KAR-27673298,Ongoing,41.0,56.0,73.2,180.0,17,0.529,0
PROP-0DFBCB6E1771,,Unregistered,,,,,0,1.0,0
PROP-64908790C2DC,,Unregistered,,,,,0,1.0,0
PROP-2CDC8E50EB9F,,Unregistered,,,,,0,1.0,0
PROP-A7A3FD332C22,,Unregistered,,,,,0,1.0,0
PROP-24BEBE7D0051,,Unregistered,,,,,0,1.0,0
PROP-362C055DF818,RERA-KAR-07503596,Ongoing,30.0,59.0,50.8,69.0,9,0.778,2
PROP-8977D20A5151,,Unregistered,,,,,0,1.0,0
PROP-C44315AEA91A,,Unregistered,,,,,0,1.0,0
PROP-B72F24FF7102,RERA-KAR-65860457,Ongoing,39.0,56.0,69.6,39.0,39,0.462,1
PROP-D5A2500283AE,RERA-KAR-09543555,Ongoing,17.0,47.0,36.2,142.0,14,0.714,0
PROP-CB8B145AA1A0,,Unregistered,,,,,0,1.0,0
PROP-DEB25D8A0824,RERA-KAR-78546425,Ongoing,11.0,44.0,25.0,150.0,24,0.583,0
PROP-36F4C2E2F8C2,,Unregistered,,,,,0,1.0,0
PROP-96BC79D9D190,,Unregistered,,,,,0,1.0,0
PROP-23765AECBE7F,,Unregistered,,,,,0,1.0,0
PROP-1F1AEB8FCFA9,,Unregistered,,,,,0,1.0,0
PROP-DA31F830F91F,,Unregistered,,,,,0,1.0,0
PROP-5FAE88B44F6A,,Unregistered,,,,,0,1.0,0
PROP-AC4F9449866A,,Unregistered,,,,,0,1.0,0
PROP-719C462D87B0,,Unregistered,,,,,0,1.0,0
PROP-09B1D971CB51,RERA-KAR-07124149,Ongoing,15.0,50.0,30.0,21.0,19,0.474,0
PROP-6226851F74F4,,Unregistered,,,,,0,1.0,0
PROP-911EB5971519,RERA-KAR-92446872,Ongoing,18.0,27.0,66.7,58.0,9,0.778,2
PROP-5A1AF60180B6,RERA-KAR-49252642,Ongoing,32.0,47.0,68.1,25.0,20,0.2,0
PROP-698BDDD9687B,,Unregistered,,,,,0,1.0,0
PROP-4533C32A538C,,Unregistered,,,,,0,1.0,0
PROP-109EF9290525,,Unregistered,,,,,0,1.0,0
PROP-110D323C240A,RERA-KAR-06743234,Ongoing,12.0,30.0,40.0,180.0,7,0.571,0
PROP-B1E5ADAFB65D,,Unregistered,,,,,0,1.0,0
PROP-84C4C490F45D,,Unregistered,,,,,0,1.0,0
PROP-CB53845BE6CA,,Unregistered,,,,,0,1.0,0
PROP-84093EF02E9F,RERA-KAR-34050449,Completed,59.0,51.0,100.0,259.0,20,0.65,2
PROP-70992F35B99D,,Unregistered,,,,,0,1.0,0
PROP-44B3AD62F10C,,Unregistered,,,,,0,1.0,0
PROP-4DFD2089D443,,Unregistered,,,,,0,1.0,0
PROP-D3C78F2A1B70,,Unregistered,,,,,0,1.0,0
PROP-0AB340C7F0EC,,Unregistered,,,,,0,1.0,0
PROP-15F7FFAEAF3F,,Unregistered,,,,,0,1.0,0
PROP-91715EBD8BA0,,Unregistered,,,,,0,1.0,0
PROP-5B80DB340927,,Unregistered,,,,,0,1.0,0
PROP-E88674DE1DEE,RERA-KAR-78108680,Completed,44.0,29.0,100.0,36.0,7,1.0,1
PROP-7C7E9D936B0F,,Unregistered,,,,,0,1.0,0
PROP-526250366E2E,,Unregistered,,,,,0,1.0,0
PROP-27264B2B0EEA,RERA-KAR-19675344,Ongoing,26.0,31.0,83.9,97.0,16,0.5,0
PROP-2F7A0FB9F380,,Unregistered,,,,,0,1.0,0
PROP-B371F2DE5E4A,,Unregistered,,,,,0,1.0,0
PROP-A6A0CF4E500D,RERA-KAR-84603725,Ongoing,19.0,33.0,57.6,113.0,7,0.286,0
PROP-586FBEE9CB32,,Unregistered,,,,,0,1.0,0
PROP-8CEE5B3B918D,,Unregistered,,,,,0,1.0,0
PROP-137796FC5ACE,,Unregistered,,,,,0,1.0,0
PROP-6B08C4587CC2,,Unregistered,,,,,0,1.0,0
PROP-7A15AACA1AA6,RERA-KAR-33856890,Ongoing,20.0,32.0,62.5,156.0,12,0.417,0
PROP-AD93BA17BF0A,,Unregistered,,,,,0,1.0,0
PROP-B6CFCD8AB39F,RERA-KAR-91349247,Ongoing,9.0,60.0,15.0,37.0,16,0.562,0
PROP-CDEB30B79377,RERA-KAR-91675523,Ongoing,17.0,53.0,32.1,15.0,11,0.727,0
PROP-59655E9A4928,,Unregistered,,,,,0,1.0,0
PROP-5E620E3A3ACC,,Unregistered,,,,,0,1.0,0
PROP-1F170054874C,,Unregistered,,,,,0,1.0,0
PROP-1ACD5755A340,,Unregistered,,,,,0,1.0,0
PROP-7B518A7380BA,,Unregistered,,,,,0,1.0,0
PROP-B9566D9FB165,,Unregistered,,,,,0,1.0,0
PROP-E4CE65741551,RERA-KAR-61149872,Ongoing,18.0,35.0,51.4,205.0,17,0.529,0
PROP-6457C8001006,,Unregistered,,,,,0,1.0,0
PROP-7A954D76BA2B,,Unregistered,,,,,0,1.0,0
PROP-68BAD9FBF459,RERA-KAR-77978838,Ongoing,8.0,35.0,22.9,179.0,16,0.125,0
PROP-59AE24D1FA8D,,Unregistered,,,,,0,1.0,0
PROP-264564D93BA7,,Unregistered,,,,,0,1.0,0
PROP-391A6480EEC2,,Unregistered,,,,,0,1.0,0
PROP-D7A37A260811,,Unregistered,,,,,0,1.0,0
PROP-5A0D55A60A7C,,Unregistered,,,,,0,1.0,0
PROP-527333F3F3A7,,Unregistered,,,,,0,1.0,0
PROP-B33814EAF7E2,,Unregistered,,,,,0,1.0,0
PROP-50E73A3C7ED4,RERA-KAR-09438529,Ongoing,23.0,36.0,63.9,16.0,18,0.778,0
PROP-D763CDDADC51,,Unregistered,,,,,0,1.0,0
PROP-EAAD3F11A03D,,Unregistered,,,,,0,1.0,0
PROP-14FBC523597F,,Unregistered,,,,,0,1.0,0
PROP-24E12EE6AA8F,,Unregistered,,,,,0,1.0,0
PROP-25DF2A6FDC38,,Unregistered,,,,,0,1.0,0
PROP-7F4E18125D11,,Unregistered,,,,,0,1.0,0
PROP-BBC7E2CA7D35,,Unregistered,,,,,0,1.0,0
PROP-FB39A66F31A7,RERA-KAR-47895593,Ongoing,27.0,37.0,73.0,60.0,7,0.857,0
PROP-DDAF24A1DE0B,RERA-KAR-47895593,Ongoing,27.0,37.0,73.0,60.0,7,0.857,0
PROP-EF16911EEA61,RERA-KAR-47444117,Ongoing,35.0,59.0,59.3,145.0,14,0.786,0
PROP-BEF7365E788F,,Unregistered,,,,,0,1.0,0
PROP-613E7B16B78C,,Unregistered,,,,,0,1.0,0
PROP-11AF8E156BD9,RERA-KAR-51203047,Completed,80.0,60.0,100.0,45.0,71,0.634,5
PROP-DB0335CD4E73,,Unregistered,,,,,0,1.0,0
PROP-2B1471560720,,Unregistered,,,,,0,1.0,0
PROP-0430957DE626,,Unregistered,,,,,0,1.0,0
PROP-8E2F998170B1,,Unregistered,,,,,0,1.0,0
PROP-8233A0726CA4,,Unregistered,,,,,0,1.0,0
PROP-41834639F45A,,Unregistered,,,,,0,1.0,0
PROP-6F327DCF7209,RERA-KAR-61420150,Ongoing,12.0,24.0,50.0,122.0,5,0.0,0
PROP-58FC2FB34F2A,,Unregistered,,,,,0,1.0,0
PROP-36439114999A,,Unregistered,,,,,0,1.0,0
PROP-E8FF98787CA6,RERA-KAR-57158879,Ongoing,13.0,37.0,35.1,194.0,11,0.364,0
PROP-FA69A69649CF,,Unregistered,,,,,0,1.0,0
PROP-564BA06B07C7,,Unregistered,,,,,0,1.0,0
PROP-11A4AC0E22D8,,Unregistered,,,,,0,1.0,0
PROP-1B316545C9B6,RERA-KAR-55892817,Ongoing,43.0,48.0,89.6,87.0,7,0.714,0
PROP-4BD18EBCB1E9,,Unregistered,,,,,0,1.0,0
PROP-3ED9BAC50DA3,,Unregistered,,,,,0,1.0,0
PROP-C096A3FD97BE,,Unregistered,,,,,0,1.0,0
PROP-1DDD5555EE0A,,Unregistered,,,,,0,1.0,0
PROP-4863483DEF2D,RERA-KAR-07743923,Ongoing,25.0,45.0,55.6,68.0,13,0.692,0
PROP-A9BAD544DE67,,Unregistered,,,,,0,1.0,0
PROP-A4FD27DA5E12,,Unregistered,,,,,0,1.0,0
PROP-89D703B24F43,,Unregistered,,,,,0,1.0,0
PROP-53444714087E,,Unregistered,,,,,0,1.0,0
PROP-AE44C58BC467,,Unregistered,,,,,0,1.0,0
PROP-088653F04D27,RERA-KAR-06279896,Ongoing,34.0,52.0,65.4,160.0,12,0.833,1
PROP-A23BCB4F58D5,,Unregistered,,,,,0,1.0,0
PROP-C6EB20A53AA4,RERA-KAR-84660582,Ongoing,12.0,55.0,21.8,149.0,22,0.273,0
PROP-9BED3884EF74,,Unregistered,,,,,0,1.0,0
PROP-B4CAE80DF47C,RERA-KAR-23448607,Ongoing,21.0,30.0,70.0,185.0,15,0.867,2
PROP-5B17B30F0568,,Unregistered,,,,,0,1.0,0
PROP-994C7CC607DE,RERA-KAR-63758042,Ongoing,17.0,42.0,40.5,84.0,5,0.6,0
PROP-141074B61B34,,Unregistered,,,,,0,1.0,0
PROP-569200A71A84,,Unregistered,,,,,0,1.0,0
PROP-7B3E3436CA4F,,Unregistered,,,,,0,1.0,0
PROP-5B0A0FC228F3,,Unregistered,,,,,0,1.0,0
PROP-898FFBD3321D,,Unregistered,,,,,0,1.0,0
PROP-9688C3DE9763,,Unregistered,,,,,0,1.0,0
PROP-09F45B7A86A2,,Unregistered,,,,,0,1.0,0
PROP-436E516D343E,,Unregistered,,,,,0,1.0,0
PROP-E20CF0FF383B,,Unregistered,,,,,0,1.0,0
PROP-5F4B827E9F1C,RERA-KAR-34986177,Ongoing,23.0,55.0,41.8,61.0,20,0.2,0
PROP-CA3FD794B257,,Unregistered,,,,,0,1.0,0
PROP-51AFB0F34538,RERA-KAR-41117838,Ongoing,41.0,59.0,69.5,56.0,14,0.714,0
PROP-C0106BE2CFFF,,Unregistered,,,,,0,1.0,0
PROP-FBA52FF69B4E,,Unregistered,,,,,0,1.0,0
PROP-6232D5D5BAA8,RERA-KAR-77368793,Ongoing,23.0,60.0,38.3,157.0,24,0.25,0
PROP-4356857C9E48,,Unregistered,,,,,0,1.0,0
PROP-441B387065E7,RERA-KAR-04945087,Completed,67.0,32.0,100.0,71.0,17,0.941,3
PROP-17D53ECF8E87,,Unregistered,,,,,0,1.0,0
PROP-9F2CB12EE522,RERA-KAR-80197074,Completed,40.0,35.0,100.0,70.0,6,0.667,0
PROP-615446696A3B,RERA-KAR-96971525,Ongoing,7.0,47.0,14.9,75.0,4,0.5,0
PROP-8B26726BFAD8,,Unregistered,,,,,0,1.0,0
PROP-1D9EA750BF8C,,Unregistered,,,,,0,1.0,0
PROP-89383D799AC3,,Unregistered,,,,,0,1.0,0
PROP-29FDD0C92E96,,Unregistered,,,,,0,1.0,0
PROP-F65F00240235,,Unregistered,,,,,0,1.0,0
PROP-43E225FD6139,,Unregistered,,,,,0,1.0,0
PROP-8D5552EA40FC,,Unregistered,,,,,0,1.0,0
PROP-DF0E68C39717,,Unregistered,,,,,0,1.0,0
PROP-1CC0B86B5B84,,Unregistered,,,,,0,1.0,0
PROP-C157E4411C18,RERA-KAR-98403524,Ongoing,26.0,56.0,46.4,177.0,14,0.643,0
PROP-5688212C8031,RERA-KAR-92046834,Ongoing,28.0,49.0,57.1,35.0,7,0.571,0
PROP-04E7DF9F81BD,,Unregistered,,,,,0,1.0,0
PROP-F765AB932409,RERA-KAR-02522198,Ongoing,8.0,41.0,19.5,27.0,9,0.778,1
PROP-65F03C753DF1,RERA-KAR-65833663,Ongoing,33.0,60.0,55.0,37.0,17,0.471,0
PROP-FC7DF5049E71,RERA-KAR-78402092,Ongoing,22.0,33.0,66.7,53.0,24,0.708,0
PROP-05E19E6D880A,,Unregistered,,,,,0,1.0,0
PROP-EDF27A5B0463,RERA-KAR-73718737,Ongoing,23.0,52.0,44.2,82.0,20,0.1,0
PROP-48C71F6E713B,,Unregistered,,,,,0,1.0,0
PROP-5D9395FBBE02,,Unregistered,,,,,0,1.0,0
PROP-8042ADE277F0,,Unregistered,,,,,0,1.0,0
PROP-8EFE2CDEA153,,Unregistered,,,,,0,1.0,0
PROP-C545C93B49E5,,Unregistered,,,,,0,1.0,0
PROP-3FDA346C4B94,,Unregistered,,,,,0,1.0,0
PROP-94461D7DCCD5,,Unregistered,,,,,0,1.0,0
PROP-672B55DB8441,,Unregistered,,,,,0,1.0,0
PROP-5BA1E60B70E3,,Unregistered,,,,,0,1.0,0
PROP-CAF5E16961C7,RERA-KAR-81797852,Ongoing,34.0,55.0,61.8,77.0,12,0.333,0
PROP-1FD1E1BC1A1C,RERA-KAR-72921464,Ongoing,18.0,49.0,36.7,15.0,35,0.543,0
PROP-234DF79E7111,,Unregistered,,,,,0,1.0,0
PROP-C078142C4E0B,,Unregistered,,,,,0,1.0,0
PROP-B7F82B9FB7AD,,Unregistered,,,,,0,1.0,0
PROP-4A6B28127168,,Unregistered,,,,,0,1.0,0
PROP-A6D38A648C27,RERA-KAR-56920766,Ongoing,32.0,55.0,58.2,29.0,18,0.389,0
PROP-030B710C67DE,RERA-KAR-26195334,Ongoing,20.0,58.0,34.5,69.0,11,0.727,0
PROP-FC169B85B3DA,,Unregistered,,,,,0,1.0,0
PROP-59A39B0158C8,RERA-KAR-34516094,Completed,28.0,28.0,100.0,64.0,8,0.875,0
PROP-0DB3DDFD9FBC,,Unregistered,,,,,0,1.0,0
PROP-656E756559BF,,Unregistered,,,,,0,1.0,0
PROP-5952F2C2B499,,Unregistered,,,,,0,1.0,0
PROP-1E8E13B0E034,,Unregistered,,,,,0,1.0,0
PROP-D2006457DB11,,Unregistered,,,,,0,1.0,0
PROP-DAFCA1D8C159,,Unregistered,,,,,0,1.0,0
PROP-638E6F08A192,RERA-KAR-72547039,Ongoing,25.0,48.0,52.1,154.0,17,0.353,0
PROP-5673C99CED1C,,Unregistered,,,,,0,1.0,0
PROP-7948C7BE7FC2,,Unregistered,,,,,0,1.0,0
PROP-769C05211808,,Unregistered,,,,,0,1.0,0
PROP-E7F42158E430,,Unregistered,,,,,0,1.0,0
PROP-ADF6646AF1B8,,Unregistered,,,,,0,1.0,0
PROP-8CDBE9267BFF,,Unregistered,,,,,0,1.0,0
PROP-8AAC9FC3E8DB,RERA-KAR-16248668,Completed,38.0,29.0,100.0,147.0,7,0.714,0
PROP-337A9019956E,,Unregistered,,,,,0,1.0,0
PROP-65CBC9022368,,Unregistered,,,,,0,1.0,0
PROP-9C982E01DABE,,Unregistered,,,,,0,1.0,0
PROP-B36C1025214C,RERA-KAR-06420567,Ongoing,17.0,26.0,65.4,121.0,22,0.773,1
PROP-6DAC94B95AE5,,Unregistered,,,,,0,1.0,0
PROP-6FA23D1D8967,,Unregistered,,,,,0,1.0,0
PROP-51B8FAC99538,,Unregistered,,,,,0,1.0,0
PROP-139DE4C64567,,Unregistered,,,,,0,1.0,0
PROP-D4468A9DE869,,Unregistered,,,,,0,1.0,0
PROP-2B450D40DFE8,,Unregistered,,,,,0,1.0,0
PROP-FB70FBC52EE3,,Unregistered,,,,,0,1.0,0
PROP-1E3FC4E10F55,,Unregistered,,,,,0,1.0,0
PROP-970EEEE66188,,Unregistered,,,,,0,1.0,0
PROP-23FF162BF658,,Unregistered,,,,,0,1.0,0
PROP-DC748BB75CB3,,Unregistered,,,,,0,1.0,0
PROP-D2FED454D725,,Unregistered,,,,,0,1.0,0
PROP-A8D06C1E19BF,,Unregistered,,,,,0,1.0,0
PROP-22CAE4B207BE,,Unregistered,,,,,0,1.0,0
PROP-22637C226517,,Unregistered,,,,,0,1.0,0
PROP-FCE5C1C77469,RERA-KAR-87618305,Ongoing,15.0,49.0,30.6,125.0,26,0.577,0
PROP-C8CC7D055133,,Unregistered,,,,,0,1.0,0
PROP-E5295EEC7C09,,Unregistered,,,,,0,1.0,0
PROP-C97FC2024AC8,,Unregistered,,,,,0,1.0,0
PROP-0AF9A13AC90B,,Unregistered,,,,,0,1.0,0
PROP-18A8C65F07A8,RERA-KAR-80265384,Ongoing,38.0,48.0,79.2,149.0,5,0.4,0
PROP-6C9915A423D4,,Unregistered,,,,,0,1.0,0
PROP-17A3C4585249,,Unregistered,,,,,0,1.0,0
