property_master_id,latitude,longitude,spatial_match_source,accessibility_score,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,restaurants_distance_km,transit_stations_distance_km,highways_distance_km,airports_distance_km,main_roads_distance_km,schools_3km,hospitals_5km,parks_3km,restaurants_1km,transit_stations_3km
PROP-87C6C057C876,12.90504759942305,77.75560668469093,city_center_fallback,31.8,3.888,4.998,3.441,1.802,6.594,1.034,1.561,1.605,3.014,36.244,4.136,0,0,1,0,1
PROP-0AAAF2214FBF,13.102230742280437,77.55357850792845,city_center_fallback,33.8,1.409,3.716,5.692,9.587,1.603,6.565,0.988,2.224,8.844,36.443,3.38,2,2,0,1,2
PROP-021C20117171,13.017118581319187,77.37307385002029,city_center_fallback,29.6,1.568,3.24,3.575,8.753,11.097,4.009,4.358,7.332,16.215,58.08,10.32,2,1,0,0,0
PROP-A85C29EA0461,12.986742763470367,77.62821694571846,city_center_fallback,54.6,1.794,1.882,0.834,1.462,2.517,2.504,1.641,1.118,2.316,36.242,2.294,1,4,1,0,2
PROP-AB6CEC64C758,12.939138892483465,77.73480630385878,city_center_fallback,28.7,3.098,4.846,7.153,2.982,2.575,3.047,1.094,4.604,3.168,33.638,0.475,0,1,0,0,0
PROP-E91BC4A16D52,13.081516030546572,77.63720362895717,city_center_fallback,39.6,0.991,5.043,1.229,4.044,8.037,2.882,2.13,2.1,11.879,29.13,1.384,2,0,1,0,1
PROP-3ABE9B74CA4A,12.885963614316935,77.73349548880923,city_center_fallback,22.7,3.463,6.798,5.98,1.656,7.139,3.709,1.172,2.4,2.195,39.091,4.619,0,0,0,0,1
PROP-FD2471243D79,12.960474932119443,77.70853772368477,city_center_fallback,38.8,2.942,2.242,5.668,6.605,1.579,1.624,3.032,2.405,4.011,32.951,2.711,0,3,1,0,1
PROP-589192F2663F,12.751004759422585,77.57748727030874,city_center_fallback,18.3,5.538,5.677,5.222,23.006,6.386,1.922,4.694,5.433,10.92,60.232,3.309,0,0,1,0,0
PROP-AAE9745D884F,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-919C38CDEB64,13.189771101648791,77.39040606532309,city_center_fallback,4.3,10.877,8.895,10.024,25.019,14.981,9.522,5.953,8.449,12.643,52.09,10.221,0,0,0,0,0
PROP-3079F5CAE693,12.783586174543284,77.38000320185421,city_center_fallback,13.0,15.095,2.254,11.248,9.424,14.084,13.327,5.936,9.187,12.889,71.34,11.76,0,1,0,0,0
PROP-49EDA638686D,13.16475746629263,77.79978799176118,city_center_fallback,12.7,2.475,15.012,14.983,16.038,12.158,11.09,5.319,8.076,16.967,9.273,8.217,1,0,0,0,0
PROP-5EC67FE490B1,13.106699723848248,77.5212153750343,city_center_fallback,29.4,3.047,1.833,4.658,10.126,4.897,9.006,0.728,2.22,8.077,39.617,3.51,0,4,0,2,1
PROP-8372DD59954B,12.907536484184398,77.62830211175876,city_center_fallback,42.0,1.03,2.011,4.736,8.061,7.112,1.688,1.766,2.174,6.061,42.778,3.626,3,4,2,0,3
PROP-B78EA546136E,13.071348443735271,77.36704075082706,city_center_fallback,11.4,5.085,9.289,3.697,14.639,10.642,6.423,5.142,4.381,17.469,56.745,6.194,0,0,0,0,0
PROP-10EBC1AF3314,13.161225274664815,77.43423913082607,city_center_fallback,16.7,5.963,3.378,6.582,19.604,10.008,4.945,1.806,6.464,8.046,47.617,4.866,0,1,0,0,0
PROP-91577F5078AF,13.170639266489802,77.5894713407735,city_center_fallback,24.3,2.047,3.782,8.445,12.867,9.202,5.564,1.238,1.25,9.014,30.816,2.92,1,1,0,0,1
PROP-752066893640,13.134708031494371,77.64745610405627,city_center_fallback,18.1,3.169,5.945,4.244,5.82,8.754,5.47,7.309,4.389,15.996,25.654,5.413,0,0,0,0,0
PROP-1A203977B532,13.071174756173788,77.60126240316889,city_center_fallback,50.6,1.271,3.278,0.91,8.097,4.664,1.098,0.97,2.063,9.109,33.095,2.736,2,1,2,1,1
PROP-423E36414E36,13.085015532759975,77.46796415963661,city_center_fallback,31.6,3.495,2.7,4.813,10.747,1.004,3.167,1.947,0.751,8.586,45.842,4.376,0,1,0,0,1
PROP-5BB4D1CA1E74,13.042551861473125,77.535823920655,city_center_fallback,23.1,4.431,5.232,4.386,2.831,6.253,5.604,1.258,3.732,2.122,40.851,4.269,0,0,0,0,0
PROP-7784AA982EB1,13.161225274664815,77.43423913082607,city_center_fallback,16.7,5.963,3.378,6.582,19.604,10.008,4.945,1.806,6.464,8.046,47.617,4.866,0,1,0,0,0
PROP-87C29BDE37F4,13.049486620076589,77.83412368577534,city_center_fallback,16.3,2.89,9.73,9.253,15.574,13.655,5.336,4.205,7.372,4.885,18.396,8.26,1,0,0,0,0
PROP-90A340E314CE,13.158622379571192,77.38850803461466,city_center_fallback,7.2,8.412,7.209,6.855,22.621,12.348,6.969,4.094,9.167,12.959,52.569,7.181,0,0,0,0,0
PROP-4DE255D9874F,13.161225274664815,77.43423913082607,city_center_fallback,16.7,5.963,3.378,6.582,19.604,10.008,4.945,1.806,6.464,8.046,47.617,4.866,0,1,0,0,0
PROP-66DDEE66EC14,12.779476417904633,77.53526286045992,city_center_fallback,34.3,1.204,2.659,4.228,17.44,6.058,7.428,2.587,5.871,8.629,60.216,2.777,1,1,0,0,0
PROP-A0F3F132ED91,13.003757678104977,77.65370455509668,city_center_fallback,41.2,2.175,0.865,2.516,3.142,5.865,4.123,0.631,1.283,5.664,32.941,3.099,2,3,0,1,4
PROP-2F3AFC26AC5D,12.78982642604339,77.76617553881955,city_center_fallback,21.0,2.476,7.333,6.565,11.382,3.235,9.211,3.688,4.875,12.555,48.188,5.282,1,0,0,0,0
PROP-95A0856F2CBD,12.960474932119443,77.70853772368477,city_center_fallback,38.8,2.942,2.242,5.668,6.605,1.579,1.624,3.032,2.405,4.011,32.951,2.711,0,3,1,0,1
PROP-581E2CA19152,13.004422730495772,77.74379169478041,city_center_fallback,38.0,2.037,2.04,2.857,8.549,2.71,5.689,2.548,3.032,7.209,26.786,3.96,1,3,0,0,0
PROP-4AB772F330F2,12.740432085297728,77.8092227323606,city_center_fallback,12.6,6.042,4.716,9.459,17.973,6.824,16.406,10.872,3.31,16.986,52.749,10.204,0,1,0,0,0
PROP-8458584BFFDE,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-C7D886B2692C,12.879579496259138,77.47411989861023,city_center_fallback,20.0,6.075,7.422,3.75,8.073,7.305,2.052,2.511,5.021,4.176,56.63,0.88,0,0,1,0,0
PROP-166A5C71ABDE,13.15547935235022,77.75653192463894,city_center_fallback,9.8,4.363,10.614,10.921,11.617,8.297,6.296,3.862,3.548,16.916,13.852,6.672,0,0,0,0,0
PROP-B88B557C1EE7,13.006449448793145,77.55138515728964,city_center_fallback,53.9,1.318,3.538,0.157,1.825,4.24,3.727,1.266,1.068,3.001,41.423,6.41,2,1,0,0,2
PROP-D96DCB96FD6C,12.928581263082984,77.4368390910613,city_center_fallback,34.3,2.663,1.211,5.524,3.797,2.504,6.691,0.82,2.746,8.841,56.553,0.948,1,1,0,1,1
PROP-9DD035420498,13.097792912580335,77.56211269188564,city_center_fallback,34.3,1.453,4.693,4.645,9.309,0.693,5.54,1.128,1.833,8.805,35.743,2.342,2,1,0,0,1
PROP-2CE110C764E1,12.78982642604339,77.76617553881955,city_center_fallback,21.0,2.476,7.333,6.565,11.382,3.235,9.211,3.688,4.875,12.555,48.188,5.282,1,0,0,0,0
PROP-6572469CF4F8,12.772701657501859,77.60175168992734,city_center_fallback,16.9,6.609,5.917,4.428,20.576,3.863,3.416,2.5,4.029,10.587,56.802,2.635,0,0,0,0,0
PROP-1DE2678D7DF3,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-1900A53A5797,12.893519276569283,77.49948076057048,city_center_fallback,24.5,5.608,5.278,6.906,8.366,5.058,2.38,1.375,2.268,1.136,53.538,2.308,0,0,1,0,1
PROP-AF7182B504D7,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-C786AD732AC5,12.937139367436728,77.48928196005168,city_center_fallback,28.4,2.277,5.91,8.228,3.422,1.516,6.931,1.437,0.697,4.297,51.354,1.213,1,0,0,0,3
PROP-85B544C42D6A,12.988660782615586,77.49491065695153,city_center_fallback,26.5,2.541,6.193,3.421,2.443,5.609,3.779,0.86,2.937,5.355,47.653,3.103,1,0,0,1,1
PROP-C8320EBC2571,12.988660782615586,77.49491065695153,city_center_fallback,26.5,2.541,6.193,3.421,2.443,5.609,3.779,0.86,2.937,5.355,47.653,3.103,1,0,0,1,1
PROP-2906EBA5F74A,12.970296,77.638803,secondary_lookup,43.1,1.888,1.978,2.396,0.995,3.261,4.047,0.809,2.372,3.118,36.73,4.354,2,4,0,2,2
PROP-5C148AD92881,12.951167596895777,77.75388582814793,city_center_fallback,29.4,1.783,4.169,6.757,2.536,4.524,4.912,1.489,5.382,5.63,31.554,2.862,1,1,0,0,0
PROP-91EA358AEE1D,12.765318351716465,77.68949346798608,city_center_fallback,17.5,2.686,6.479,13.01,15.311,6.711,6.168,0.92,1.214,15.607,53.317,6.558,1,0,0,1,1
PROP-45699144E3F2,13.128755749936165,77.3974015490361,city_center_fallback,14.8,5.823,5.816,3.498,19.697,9.366,4.432,3.643,5.72,13.021,52.094,3.795,0,0,0,0,0
PROP-1C6226A9650C,13.040282195752617,77.53156100826942,city_center_fallback,23.4,4.245,5.719,4.45,2.676,6.703,5.08,1.763,3.669,1.628,41.377,4.283,0,0,0,0,0
PROP-C2668816BCF4,12.761291564919336,77.44758578062606,city_center_fallback,14.6,10.721,5.787,3.544,12.675,6.807,13.363,1.818,12.481,5.629,67.866,12.441,0,0,0,0,0
PROP-D254968A23F2,13.169373810628288,77.44403623518635,city_center_fallback,15.2,6.709,3.845,6.421,19.78,10.587,5.902,3.1,6.497,6.835,46.464,5.38,0,1,0,0,0
PROP-55C98188415A,12.994689,77.62023049999999,secondary_lookup,47.5,2.239,2.696,1.564,2.687,2.597,1.901,0.577,1.465,2.417,36.283,1.494,2,3,1,1,2
PROP-5BFCE4FA191D,13.069551605424792,77.45855666645717,city_center_fallback,34.8,2.706,4.394,5.764,10.449,1.045,1.168,3.372,1.251,8.258,47.357,5.701,1,1,1,0,1
PROP-A76744E50E9F,13.013344292232793,77.6745299494776,city_center_fallback,31.9,2.625,2.979,2.586,5.382,5.169,4.061,0.995,0.347,8.138,30.594,3.372,1,4,0,0,2
PROP-501FA7CEF531,13.013344292232793,77.6745299494776,city_center_fallback,31.9,2.625,2.979,2.586,5.382,5.169,4.061,0.995,0.347,8.138,30.594,3.372,1,4,0,0,2
PROP-2D2947021574,13.213354293004823,77.67138609008397,city_center_fallback,5.1,7.723,9.883,12.837,13.824,14.278,4.832,6.991,5.488,18.275,21.619,3.03,0,0,0,0,0
PROP-171D0AA3A495,12.943694,77.66531950000001,secondary_lookup,38.2,1.558,1.73,6.281,4.855,5.111,2.738,3.319,0.501,5.273,37.148,2.45,2,2,1,0,4
PROP-2FE51C302F3D,12.845249004283893,77.57366235931369,city_center_fallback,41.7,1.517,1.878,2.958,16.509,4.805,5.899,3.92,2.782,3.062,51.883,0.934,1,5,0,0,1
PROP-79C6269829F8,13.003757678104977,77.65370455509668,city_center_fallback,41.2,2.175,0.865,2.516,3.142,5.865,4.123,0.631,1.283,5.664,32.941,3.099,2,3,0,1,4
PROP-FE3ED2ACA687,12.996601539408788,77.39747490909589,city_center_fallback,36.3,3.076,2.086,4.07,5.776,7.61,0.603,1.851,6.975,13.985,56.56,7.531,0,1,1,0,0
PROP-93D108CC9162,12.78982642604339,77.76617553881955,city_center_fallback,21.0,2.476,7.333,6.565,11.382,3.235,9.211,3.688,4.875,12.555,48.188,5.282,1,0,0,0,0
PROP-ED9F58EB3A93,12.77861251590747,77.7628865926545,city_center_fallback,29.0,1.184,6.117,7.64,12.561,2.0,10.065,4.652,3.86,13.841,49.484,6.543,1,0,0,0,0
PROP-40C0BE1FFB73,13.042551861473125,77.535823920655,city_center_fallback,23.1,4.431,5.232,4.386,2.831,6.253,5.604,1.258,3.732,2.122,40.851,4.269,0,0,0,0,0
PROP-2E15DA7D7553,12.996601539408788,77.39747490909589,city_center_fallback,36.3,3.076,2.086,4.07,5.776,7.61,0.603,1.851,6.975,13.985,56.56,7.531,0,1,1,0,0
PROP-5CC41943D8F6,12.922354681579932,77.37931126725316,city_center_fallback,37.9,6.03,0.586,1.186,3.891,7.943,2.109,6.653,4.96,14.524,62.187,6.294,0,2,1,0,0
PROP-135A6D3E54DC,12.822966578188579,77.69867923818616,city_center_fallback,15.9,3.849,6.045,7.598,9.231,8.649,4.25,3.834,3.231,9.642,47.013,2.122,0,0,0,0,0
PROP-3C95DF87A297,13.014413273387722,77.64296306930282,city_center_fallback,36.6,2.213,2.351,2.729,3.932,5.804,3.002,1.684,1.913,5.61,32.985,2.074,1,3,0,0,4
PROP-FDBE5D36C0FB,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-9D66E1E7753D,12.772701657501859,77.60175168992734,city_center_fallback,16.9,6.609,5.917,4.428,20.576,3.863,3.416,2.5,4.029,10.587,56.802,2.635,0,0,0,0,0
PROP-C7604EBC7C71,12.96963007052079,77.45429527619578,city_center_fallback,31.7,1.071,5.668,5.119,3.617,2.455,6.462,1.181,5.016,9.525,52.515,3.113,1,0,0,0,0
PROP-F32D6FCDC0B2,12.896588207927753,77.83644734782561,city_center_fallback,24.3,2.753,4.597,5.385,9.009,14.558,7.898,4.343,5.572,2.583,35.158,7.358,1,1,0,0,0
PROP-E51D406F01ED,12.773896452517064,77.54479617447517,city_center_fallback,32.2,1.528,3.002,3.752,18.644,6.359,6.236,2.47,5.83,8.956,60.098,2.478,1,1,0,0,0
PROP-F6A0FCFF19A8,12.996427938445608,77.41716322971757,city_center_fallback,23.1,4.244,4.118,4.39,5.796,6.255,2.047,1.215,8.691,11.942,54.642,5.398,0,1,1,0,0
PROP-F532821AF89B,13.063171368595263,77.75069529729447,city_center_fallback,23.6,3.558,4.571,3.795,8.819,4.999,3.977,1.073,3.597,8.532,20.977,0.918,0,1,0,0,0
PROP-CB472A0DEDE7,13.154399994228218,77.44700942341638,city_center_fallback,23.0,5.035,2.149,5.025,18.199,8.892,4.333,2.522,4.966,6.957,46.341,3.685,0,1,0,0,0
PROP-BDA3D667571A,12.970296,77.638803,secondary_lookup,43.1,1.888,1.978,2.396,0.995,3.261,4.047,0.809,2.372,3.118,36.73,4.354,2,4,0,2,2
PROP-1AC30FC50CEE,13.193964444398965,77.65901974953194,city_center_fallback,6.7,8.636,11.472,10.627,11.774,12.85,2.454,6.222,4.554,16.603,23.035,2.874,0,0,1,0,0
PROP-064FA285B64A,13.136487109832133,77.44221748688318,city_center_fallback,34.4,3.092,0.923,4.566,16.882,7.128,2.275,2.284,4.143,8.351,47.166,2.067,0,1,1,0,0
PROP-ADE77CDDCEB2,13.013344292232793,77.6745299494776,city_center_fallback,31.9,2.625,2.979,2.586,5.382,5.169,4.061,0.995,0.347,8.138,30.594,3.372,1,4,0,0,2
PROP-E15306B330EC,12.761291564919336,77.44758578062606,city_center_fallback,14.6,10.721,5.787,3.544,12.675,6.807,13.363,1.818,12.481,5.629,67.866,12.441,0,0,0,0,0
PROP-38E38E927DA9,13.151122807867488,77.70538707454851,city_center_fallback,17.7,5.348,6.905,7.62,7.707,6.624,1.224,1.978,2.404,19.121,19.134,9.119,0,0,1,0,1
PROP-7938EA75A90A,12.77861251590747,77.7628865926545,city_center_fallback,29.0,1.184,6.117,7.64,12.561,2.0,10.065,4.652,3.86,13.841,49.484,6.543,1,0,0,0,0
PROP-CD5E24F8A91B,13.003757678104977,77.65370455509668,city_center_fallback,41.2,2.175,0.865,2.516,3.142,5.865,4.123,0.631,1.283,5.664,32.941,3.099,2,3,0,1,4
PROP-9530378D73CC,13.071174756173788,77.60126240316889,city_center_fallback,50.6,1.271,3.278,0.91,8.097,4.664,1.098,0.97,2.063,9.109,33.095,2.736,2,1,2,1,1
PROP-5A7E7D1F8D36,12.777747193155184,77.79560526889286,city_center_fallback,16.3,3.876,6.635,5.676,13.573,5.016,12.299,6.823,3.728,12.968,48.861,5.887,0,0,0,0,0
PROP-01FF8A958C15,12.815833619069853,77.5181325201549,city_center_fallback,24.0,4.129,3.474,5.955,13.864,2.238,7.003,1.826,3.269,8.664,58.246,4.928,0,2,0,0,0
PROP-1D241C964D3C,12.764670279862838,77.58654200577821,city_center_fallback,18.2,5.386,5.94,4.068,22.419,4.693,3.029,4.179,5.51,11.419,58.423,2.853,0,0,0,0,0
PROP-D24EA453C26F,12.956339,77.651982,secondary_lookup,48.9,0.632,0.608,4.344,2.894,5.062,3.162,1.303,0.453,4.961,36.943,3.459,1,5,0,0,3
PROP-EE0F5C489510,13.033438652967687,77.44051208168652,city_center_fallback,25.2,2.054,8.227,4.195,8.901,5.473,2.672,4.258,5.716,8.872,50.634,5.168,1,0,1,0,0
PROP-B1F0AC202FBF,12.790347054817754,77.64378663410521,city_center_fallback,32.3,4.985,1.598,7.585,15.875,5.783,0.719,1.26,3.698,10.318,52.858,5.309,0,2,2,0,0
PROP-57C4B72A2360,12.804213430549067,77.36395802230216,city_center_fallback,6.9,12.31,5.119,10.87,7.941,16.809,11.182,5.185,7.602,15.61,71.164,11.092,0,0,0,0,0
PROP-B44787B2A5AC,13.169373810628288,77.44403623518635,city_center_fallback,15.2,6.709,3.845,6.421,19.78,10.587,5.902,3.1,6.497,6.835,46.464,5.38,0,1,0,0,0
PROP-9F9CD17B3777,12.850485172985668,77.47419917828631,city_center_fallback,14.8,9.3,8.046,3.594,8.118,6.133,3.195,4.243,5.613,6.144,58.782,3.726,0,0,0,0,0
PROP-1C8BEE79FD58,12.971820028925288,77.49825877716053,city_center_fallback,28.3,2.062,4.945,4.726,1.233,3.703,4.567,1.499,3.192,6.846,48.349,2.872,1,0,0,0,0
PROP-A3F0CACEB2D6,12.979810373103936,77.80459656702119,city_center_fallback,25.9,3.382,2.527,7.956,7.386,9.43,5.132,0.667,7.076,3.676,26.693,9.192,0,1,0,1,0
PROP-E7327AC40417,12.937139367436728,77.48928196005168,city_center_fallback,28.4,2.277,5.91,8.228,3.422,1.516,6.931,1.437,0.697,4.297,51.354,1.213,1,0,0,0,3
PROP-F20D8AB4BF0B,13.12190241593282,77.526621574157,city_center_fallback,32.5,3.845,0.541,4.752,11.711,5.234,9.781,2.167,1.12,6.597,38.588,4.611,0,3,0,0,2
PROP-59D59B672881,13.12190241593282,77.526621574157,city_center_fallback,32.5,3.845,0.541,4.752,11.711,5.234,9.781,2.167,1.12,6.597,38.588,4.611,0,3,0,0,2
PROP-0C83897129E6,13.014315,77.638229,secondary_lookup,38.1,1.96,2.64,2.586,3.902,5.484,2.706,1.365,1.659,5.294,33.378,1.608,2,3,1,0,3
PROP-0839FDE6F72D,12.759924219379304,77.44036686068749,city_center_fallback,13.9,11.516,5.045,4.293,12.526,7.254,13.803,1.126,12.518,6.058,68.508,12.554,0,0,0,0,0
PROP-3C7171809FEC,12.994689,77.62023049999999,secondary_lookup,47.5,2.239,2.696,1.564,2.687,2.597,1.901,0.577,1.465,2.417,36.283,1.494,2,3,1,1,2
PROP-4E34FC58FA1B,13.013344292232793,77.6745299494776,city_center_fallback,31.9,2.625,2.979,2.586,5.382,5.169,4.061,0.995,0.347,8.138,30.594,3.372,1,4,0,0,2
PROP-8DB720414ECB,12.92542361172355,77.74429806423723,city_center_fallback,27.3,2.782,6.444,5.434,1.795,4.196,2.911,1.76,4.043,2.899,34.594,1.618,1,0,1,0,0
PROP-7FEBAED88B19,13.049486620076589,77.83412368577534,city_center_fallback,16.3,2.89,9.73,9.253,15.574,13.655,5.336,4.205,7.372,4.885,18.396,8.26,1,0,0,0,0
PROP-9846DBD399EA,13.042551861473125,77.535823920655,city_center_fallback,23.1,4.431,5.232,4.386,2.831,6.253,5.604,1.258,3.732,2.122,40.851,4.269,0,0,0,0,0
PROP-0F112E6A5A21,12.928581263082984,77.4368390910613,city_center_fallback,34.3,2.663,1.211,5.524,3.797,2.504,6.691,0.82,2.746,8.841,56.553,0.948,1,1,0,1,1
PROP-74659F76F1E8,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-E4A634446AF0,13.000195460515389,77.77527013291875,city_center_fallback,35.1,1.435,3.761,4.126,8.051,6.033,3.25,4.232,3.995,3.984,25.631,5.811,1,2,0,0,0
PROP-9BB2FF54999F,12.996601539408788,77.39747490909589,city_center_fallback,36.3,3.076,2.086,4.07,5.776,7.61,0.603,1.851,6.975,13.985,56.56,7.531,0,1,1,0,0
PROP-8168456A27DD,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-45D3624AB043,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-772CE5F4B001,13.000195460515389,77.77527013291875,city_center_fallback,35.1,1.435,3.761,4.126,8.051,6.033,3.25,4.232,3.995,3.984,25.631,5.811,1,2,0,0,0
PROP-721CB24F52B8,12.743028777945199,77.44048294388034,city_center_fallback,14.0,12.14,5.751,4.455,14.311,6.139,15.535,1.32,14.311,4.954,69.888,13.788,0,0,0,0,0
PROP-5E8B2612A1C7,12.773214377739508,77.34531498536343,city_center_fallback,6.1,15.13,5.392,14.645,11.937,16.917,14.981,8.458,11.596,15.763,74.93,14.971,0,0,0,0,0
PROP-56E18B518F18,12.773896452517064,77.54479617447517,city_center_fallback,32.2,1.528,3.002,3.752,18.644,6.359,6.236,2.47,5.83,8.956,60.098,2.478,1,1,0,0,0
PROP-5F2AD249503E,12.9670415,77.6311245,secondary_lookup,39.3,2.597,2.76,2.728,1.619,2.526,3.52,0.347,2.678,2.414,37.565,4.507,1,4,0,1,1
PROP-33109E46D18F,12.917139314158954,77.58134895966036,city_center_fallback,54.6,2.446,0.438,0.469,9.333,3.332,3.519,1.957,4.282,5.633,45.303,3.195,4,7,0,0,0
PROP-3879314D82F9,12.773214377739508,77.34531498536343,city_center_fallback,6.1,15.13,5.392,14.645,11.937,16.917,14.981,8.458,11.596,15.763,74.93,14.971,0,0,0,0,0
PROP-ACA53D1062A9,13.181869269039822,77.60130118151497,city_center_fallback,15.9,3.807,5.364,9.127,12.963,10.813,4.107,1.851,1.871,10.268,29.385,3.996,0,0,0,0,1
PROP-F647B271E4D3,12.861742195791493,77.42087771192698,city_center_fallback,12.9,9.546,7.263,2.49,2.203,10.076,6.357,6.551,1.311,10.276,62.342,2.249,0,0,0,0,3
PROP-F59C21708A05,13.00540502617177,77.41029348252196,city_center_fallback,28.0,3.021,3.77,3.199,6.688,7.496,1.983,0.156,8.097,12.406,54.888,6.253,0,1,1,1,0
PROP-A5BF3C603337,13.050530728845132,77.71784768958791,city_center_fallback,32.2,1.268,4.61,4.216,6.417,4.661,3.012,0.675,4.147,10.824,24.364,2.303,2,1,0,1,0
PROP-5B664E732CF2,13.163401801134947,77.51549012783907,city_center_fallback,27.3,4.489,2.022,5.472,16.445,9.527,10.005,6.881,4.886,1.882,38.859,5.65,0,4,0,0,0
PROP-F37A7FC3D42F,13.170639266489802,77.5894713407735,city_center_fallback,24.3,2.047,3.782,8.445,12.867,9.202,5.564,1.238,1.25,9.014,30.816,2.92,1,1,0,0,1
PROP-BA00165BA618,12.960474932119443,77.70853772368477,city_center_fallback,38.8,2.942,2.242,5.668,6.605,1.579,1.624,3.032,2.405,4.011,32.951,2.711,0,3,1,0,1
PROP-57C979AF07B5,12.979810373103936,77.80459656702119,city_center_fallback,25.9,3.382,2.527,7.956,7.386,9.43,5.132,0.667,7.076,3.676,26.693,9.192,0,1,0,1,0
PROP-7AB08C389689,13.081602128524818,77.73775232519675,city_center_fallback,20.9,5.301,5.853,4.888,6.983,2.68,2.28,2.598,2.442,10.955,20.38,1.832,0,0,1,0,1
PROP-0BCE5A63F79F,12.772701657501859,77.60175168992734,city_center_fallback,16.9,6.609,5.917,4.428,20.576,3.863,3.416,2.5,4.029,10.587,56.802,2.635,0,0,0,0,0
PROP-8DFDF60DA2DB,12.73168711109776,77.6545133435936,city_center_fallback,14.3,3.145,8.171,11.745,20.375,7.404,6.181,2.026,2.446,16.595,58.231,5.434,0,0,0,0,1
PROP-3FB96DAE3156,12.912570150899436,77.45288067438703,city_center_fallback,26.8,2.919,3.338,5.56,6.225,4.045,6.075,1.353,2.393,6.546,56.151,1.759,1,1,0,0,1
PROP-D4598DE9AD0F,12.859842470750968,77.4704265536622,city_center_fallback,16.6,8.241,8.675,2.914,7.557,6.897,2.779,3.762,4.865,5.679,58.38,2.629,0,0,1,0,0
PROP-D7C93697E9ED,13.077037973071947,77.67757415508812,city_center_fallback,39.1,2.837,1.152,1.658,1.399,4.46,4.282,2.706,4.342,13.462,25.707,3.17,1,2,0,0,0
PROP-92ADE24BC13B,12.761291564919336,77.44758578062606,city_center_fallback,14.6,10.721,5.787,3.544,12.675,6.807,13.363,1.818,12.481,5.629,67.866,12.441,0,0,0,0,0
PROP-8EB239A35BD7,12.791814357660737,77.48293908407791,city_center_fallback,13.8,6.501,6.938,4.095,12.111,6.737,9.126,1.076,7.915,7.695,62.775,8.026,0,0,0,0,0
PROP-47E17FB9F068,12.75423604073751,77.69276964597485,city_center_fallback,13.0,3.931,7.602,14.12,16.307,6.458,7.064,1.48,2.455,16.757,54.337,7.834,0,0,0,0,1
PROP-0E82F79CEC91,12.75423604073751,77.69276964597485,city_center_fallback,13.0,3.931,7.602,14.12,16.307,6.458,7.064,1.48,2.455,16.757,54.337,7.834,0,0,0,0,1
PROP-D839EAD6DEA0,12.850485172985668,77.47419917828631,city_center_fallback,14.8,9.3,8.046,3.594,8.118,6.133,3.195,4.243,5.613,6.144,58.782,3.726,0,0,0,0,0
PROP-9C32ECCE86E2,13.15547935235022,77.75653192463894,city_center_fallback,9.8,4.363,10.614,10.921,11.617,8.297,6.296,3.862,3.548,16.916,13.852,6.672,0,0,0,0,0
PROP-0A0676ED7549,13.065668262094741,77.77193381535483,city_center_fallback,20.6,3.385,5.453,4.644,10.949,6.784,5.09,3.34,3.404,7.199,19.399,1.411,0,0,0,0,0
PROP-021993314423,12.971820028925288,77.49825877716053,city_center_fallback,28.3,2.062,4.945,4.726,1.233,3.703,4.567,1.499,3.192,6.846,48.349,2.872,1,0,0,0,0
