property_master_id,rera_id,rera_registered,project_status,project_age,construction_duration_months,completion_percent,unsold_inventory,developer_project_count,developer_completion_rate,developer_lapsed_project_count
PROP-9E837B3F9DD0,,0,Unregistered,,,,,0,1.0,0
PROP-6BB76AAC1CFC,,0,Unregistered,,,,,0,1.0,0
PROP-43ADBF72FC14,,0,Unregistered,,,,,0,1.0,0
PROP-4D1E089DB966,,0,Unregistered,,,,,0,1.0,0
PROP-2EA0E2DBA39E,,0,Unregistered,,,,,0,1.0,0
PROP-7DB1A8426B9C,RERA-KAR-79104647,1,Ongoing,29.0,33.0,87.9,54.0,15,0.933,2
PROP-C95EFF5543AE,,0,Unregistered,,,,,0,1.0,0
PROP-9A56D438B143,,0,Unregistered,,,,,0,1.0,0
PROP-8BB6B9DA313A,,0,Unregistered,,,,,0,1.0,0
PROP-8690CD0E8CEB,,0,Unregistered,,,,,0,1.0,0
PROP-7AA8D05E0C2C,,0,Unregistered,,,,,0,1.0,0
PROP-0038EDBB36D2,,0,Unregistered,,,,,0,1.0,0
PROP-64FBDF730C8D,,0,Unregistered,,,,,0,1.0,0
PROP-0BC915E3D6EA,,0,Unregistered,,,,,0,1.0,0
PROP-A230480D240B,RERA-KAR-10861534,1,Ongoing,36.0,48.0,75.0,36.0,12,0.5,0
PROP-1A4D986F8144,,0,Unregistered,,,,,0,1.0,0
PROP-047616FD2187,,0,Unregistered,,,,,0,1.0,0
PROP-FF50308DDCCF,,0,Unregistered,,,,,0,1.0,0
PROP-B80A49D77B11,,0,Unregistered,,,,,0,1.0,0
PROP-7E2576135ECA,,0,Unregistered,,,,,0,1.0,0
PROP-BEDA27D6C498,RERA-KAR-49125648,1,Ongoing,30.0,45.0,66.7,86.0,16,0.875,0
PROP-31010E50F074,RERA-KAR-33126468,1,Completed,53.0,25.0,100.0,241.0,10,0.7,0
PROP-AB9E6AB0B9CF,RERA-KAR-45564456,1,Ongoing,18.0,38.0,47.4,200.0,4,0.5,0
PROP-52CD4081A7C4,,0,Unregistered,,,,,0,1.0,0
PROP-6EB64883962B,,0,Unregistered,,,,,0,1.0,0
PROP-7F4DD2E6FD69,,0,Unregistered,,,,,0,1.0,0
PROP-A7910C008A88,,0,Unregistered,,,,,0,1.0,0
PROP-C33C5E6DF5CC,,0,Unregistered,,,,,0,1.0,0
PROP-2747D138A311,,0,Unregistered,,,,,0,1.0,0
PROP-5383E11A86C7,,0,Unregistered,,,,,0,1.0,0
PROP-428539D296AF,RERA-KAR-63616037,1,Ongoing,35.0,56.0,62.5,89.0,8,0.375,0
PROP-EC190C515144,,0,Unregistered,,,,,0,1.0,0
PROP-9F6337D3A1E8,,0,Unregistered,,,,,0,1.0,0
PROP-A672225578D6,,0,Unregistered,,,,,0,1.0,0
PROP-CD5B9ED06BF2,RERA-KAR-80265384,1,Completed,62.0,48.0,100.0,149.0,6,0.667,0
PROP-7B6F7930318A,,0,Unregistered,,,,,0,1.0,0
PROP-A992170E42F8,,0,Unregistered,,,,,0,1.0,0
PROP-A08DF08F5A4C,RERA-KAR-10177093,1,Ongoing,19.0,26.0,73.1,71.0,7,0.714,0
PROP-3BD62F6DAD98,,0,Unregistered,,,,,0,1.0,0
PROP-B48414324034,,0,Unregistered,,,,,0,1.0,0
PROP-F9A280CB0DD2,,0,Unregistered,,,,,0,1.0,0
PROP-CC097E3CEBA8,,0,Unregistered,,,,,0,1.0,0
PROP-D077286584E6,,0,Unregistered,,,,,0,1.0,0
PROP-6112D1781924,RERA-KAR-27509663,1,Ongoing,9.0,54.0,16.7,193.0,13,0.769,1
PROP-F308D602217E,,0,Unregistered,,,,,0,1.0,0
PROP-42DC35D6525D,,0,Unregistered,,,,,0,1.0,0
PROP-2ED9A34FA044,,0,Unregistered,,,,,0,1.0,0
PROP-34DBD024A8F8,,0,Unregistered,,,,,0,1.0,0
PROP-06F20729360C,,0,Unregistered,,,,,0,1.0,0
PROP-B2A91561C83B,RERA-KAR-17712498,1,Ongoing,20.0,53.0,37.7,147.0,20,0.1,0
PROP-1538AE991581,,0,Unregistered,,,,,0,1.0,0
PROP-97AA51718D52,,0,Unregistered,,,,,0,1.0,0
PROP-2EE4B39C76F5,,0,Unregistered,,,,,0,1.0,0
PROP-07F79D860AC8,,0,Unregistered,,,,,0,1.0,0
PROP-880C6F34B0DF,,0,Unregistered,,,,,0,1.0,0
PROP-4223427364F3,,0,Unregistered,,,,,0,1.0,0
PROP-29480A70EEC8,,0,Unregistered,,,,,0,1.0,0
PROP-BE64F35F6F2F,,0,Unregistered,,,,,0,1.0,0
PROP-E590D740A56E,,0,Unregistered,,,,,0,1.0,0
PROP-F32B04A67FC8,,0,Unregistered,,,,,0,1.0,0
PROP-9FB42CBFFC3B,,0,Unregistered,,,,,0,1.0,0
PROP-6EC3FCE1C646,,0,Unregistered,,,,,0,1.0,0
PROP-1CC792339EFC,RERA-KAR-77347509,1,Ongoing,45.0,54.0,83.3,77.0,6,0.5,0
PROP-317EC3D1F996,,0,Unregistered,,,,,0,1.0,0
PROP-D61371830CE8,,0,Unregistered,,,,,0,1.0,0
PROP-70957463230C,,0,Unregistered,,,,,0,1.0,0
PROP-C69B87F734A0,RERA-KAR-92256705,1,Ongoing,19.0,45.0,42.2,181.0,18,0.556,0
PROP-AD966C293520,,0,Unregistered,,,,,0,1.0,0
PROP-7216FD8BA614,RERA-KAR-67077046,1,Ongoing,24.0,57.0,42.1,32.0,19,0.105,0
PROP-AA24CA655007,RERA-KAR-05010822,1,Completed,48.0,47.0,100.0,38.0,19,0.579,0
PROP-DC7C8FA06932,,0,Unregistered,,,,,0,1.0,0
PROP-168F003D26E2,,0,Unregistered,,,,,0,1.0,0
PROP-CAB419827C19,,0,Unregistered,,,,,0,1.0,0
PROP-CE671C8F2745,,0,Unregistered,,,,,0,1.0,0
PROP-BCBAF295B00C,RERA-KAR-07202218,1,Completed,40.0,25.0,100.0,49.0,14,0.929,3
PROP-1A6DD4E251E5,RERA-KAR-79501054,1,Ongoing,36.0,48.0,75.0,162.0,26,0.538,0
PROP-89D93F1C6E33,,0,Unregistered,,,,,0,1.0,0
PROP-1DAD0C6EF765,,0,Unregistered,,,,,0,1.0,0
PROP-E77EA7B10035,RERA-KAR-52885751,1,Completed,55.0,27.0,100.0,32.0,6,0.833,0
PROP-6F2ECE75D556,,0,Unregistered,,,,,0,1.0,0
PROP-44BEF81DB4A9,,0,Unregistered,,,,,0,1.0,0
PROP-0C86F60921AB,,0,Unregistered,,,,,0,1.0,0
PROP-1EADA684CAAA,,0,Unregistered,,,,,0,1.0,0
PROP-C4AEA973B2D5,,0,Unregistered,,,,,0,1.0,0
PROP-A1A0AD2FD01B,,0,Unregistered,,,,,0,1.0,0
PROP-EF77BC885362,,0,Unregistered,,,,,0,1.0,0
PROP-6B6B7816E643,,0,Unregistered,,,,,0,1.0,0
PROP-65AD313F3805,,0,Unregistered,,,,,0,1.0,0
PROP-3A511FF02179,RERA-KAR-97114486,1,Ongoing,20.0,44.0,45.5,108.0,7,0.714,0
PROP-8BAF2BEE0263,,0,Unregistered,,,,,0,1.0,0
PROP-6CB376B42E54,,0,Unregistered,,,,,0,1.0,0
PROP-140370EDF182,,0,Unregistered,,,,,0,1.0,0
PROP-426D2AAA7CEB,,0,Unregistered,,,,,0,1.0,0
PROP-0191E9B0FD19,RERA-KAR-55466543,1,Completed,33.0,32.0,100.0,190.0,13,0.692,0
PROP-40CD9AD9F0D9,,0,Unregistered,,,,,0,1.0,0
PROP-D21AB9FF38AE,,0,Unregistered,,,,,0,1.0,0
PROP-BD90C11DB865,RERA-KAR-44874661,1,Completed,35.0,26.0,100.0,10.0,13,0.923,2
PROP-B5554F1BD902,,0,Unregistered,,,,,0,1.0,0
PROP-84E101BF62B3,,0,Unregistered,,,,,0,1.0,0
PROP-9E773DE4BE09,,0,Unregistered,,,,,0,1.0,0
PROP-A973377AC66F,,0,Unregistered,,,,,0,1.0,0
PROP-542C4186E7F7,,0,Unregistered,,,,,0,1.0,0
PROP-F433A55E67A1,,0,Unregistered,,,,,0,1.0,0
PROP-DC8AA9597B11,,0,Unregistered,,,,,0,1.0,0
PROP-CDE294D1EBDA,RERA-KAR-75396679,1,Ongoing,17.0,29.0,58.6,61.0,16,0.812,2
PROP-59F7E56866C9,,0,Unregistered,,,,,0,1.0,0
PROP-E6D1A76723E7,,0,Unregistered,,,,,0,1.0,0
PROP-B143485A5DFA,,0,Unregistered,,,,,0,1.0,0
PROP-84221EEE5998,,0,Unregistered,,,,,0,1.0,0
PROP-23A5729B17A3,,0,Unregistered,,,,,0,1.0,0
PROP-219CD0EAF5FA,RERA-KAR-76223099,1,Ongoing,21.0,47.0,44.7,13.0,19,0.579,0
PROP-7F2DB77FA662,,0,Unregistered,,,,,0,1.0,0
PROP-B6F2AC50EC4B,RERA-KAR-05010822,1,Completed,69.0,47.0,100.0,38.0,19,0.789,2
PROP-527F88B6C143,,0,Unregistered,,,,,0,1.0,0
PROP-069190E5B763,,0,Unregistered,,,,,0,1.0,0
PROP-0F4222AC21A2,,0,Unregistered,,,,,0,1.0,0
PROP-CE29313C1CC2,RERA-KAR-34966848,1,Ongoing,26.0,36.0,72.2,48.0,12,0.583,0
PROP-1B62644E2513,,0,Unregistered,,,,,0,1.0,0
PROP-B68A85ED81D1,,0,Unregistered,,,,,0,1.0,0
PROP-CFFF3032E4E0,RERA-KAR-38233488,1,Ongoing,34.0,51.0,66.7,159.0,19,0.842,5
PROP-5587E60F1ACF,,0,Unregistered,,,,,0,1.0,0
PROP-B8FD5F36E41C,,0,Unregistered,,,,,0,1.0,0
PROP-389AD560221A,,0,Unregistered,,,,,0,1.0,0
PROP-B10686C004C9,,0,Unregistered,,,,,0,1.0,0
PROP-8A0AB7499D59,,0,Unregistered,,,,,0,1.0,0
PROP-B43E8124C9CC,,0,Unregistered,,,,,0,1.0,0
PROP-A266440291CA,,0,Unregistered,,,,,0,1.0,0
PROP-8D44E6E7836F,,0,Unregistered,,,,,0,1.0,0
PROP-94B7658F5231,,0,Unregistered,,,,,0,1.0,0
PROP-5612A6C02DB8,,0,Unregistered,,,,,0,1.0,0
PROP-8F803B421912,RERA-KAR-38778763,1,Ongoing,9.0,43.0,20.9,228.0,20,0.45,0
PROP-41DD8F087807,,0,Unregistered,,,,,0,1.0,0
PROP-DB309806F876,,0,Unregistered,,,,,0,1.0,0
PROP-9ABD2E06F22E,RERA-KAR-20119191,1,Ongoing,21.0,39.0,53.8,167.0,70,0.471,4
PROP-9D43E28ACE01,,0,Unregistered,,,,,0,1.0,0
PROP-9F1CB5B2C6C4,,0,Unregistered,,,,,0,1.0,0
PROP-2CB701DEE46D,,0,Unregistered,,,,,0,1.0,0
PROP-E28D599D5A25,,0,Unregistered,,,,,0,1.0,0
PROP-D62DA5612049,,0,Unregistered,,,,,0,1.0,0
PROP-D8D227ECC4D3,RERA-KAR-98752794,1,Ongoing,32.0,45.0,71.1,55.0,6,0.5,0
PROP-C13CAD221719,RERA-KAR-07512337,1,Ongoing,27.0,51.0,52.9,30.0,18,0.278,0
PROP-1FD7F59A7F99,RERA-KAR-43434073,1,Ongoing,35.0,44.0,79.5,32.0,4,0.25,0
PROP-454ADECEDD11,RERA-KAR-25721604,1,Ongoing,6.0,27.0,22.2,238.0,26,0.538,0
PROP-053BF0F6231F,,0,Unregistered,,,,,0,1.0,0
PROP-F6169483DC18,,0,Unregistered,,,,,0,1.0,0
PROP-61116E36D88E,RERA-KAR-57058191,1,Ongoing,33.0,51.0,64.7,129.0,11,0.545,0
PROP-5F159D609565,,0,Unregistered,,,,,0,1.0,0
PROP-43232A2796DD,,0,Unregistered,,,,,0,1.0,0
PROP-DD30D103F266,,0,Unregistered,,,,,0,1.0,0
PROP-B566AB1B28D7,RERA-KAR-86896636,1,Completed,26.0,26.0,100.0,225.0,9,0.444,0
PROP-CFCCA804B092,,0,Unregistered,,,,,0,1.0,0
PROP-AA0CC1E67A59,,0,Unregistered,,,,,0,1.0,0
PROP-6FCD48EFF415,,0,Unregistered,,,,,0,1.0,0
PROP-77DF8D622DBA,,0,Unregistered,,,,,0,1.0,0
PROP-66441F6436B0,RERA-KAR-06060157,1,Completed,86.0,39.0,100.0,161.0,17,0.941,5
PROP-34877C767717,,0,Unregistered,,,,,0,1.0,0
PROP-87AF0222A566,RERA-KAR-19749994,1,Ongoing,28.0,59.0,47.5,100.0,19,0.579,2
PROP-81451D2EC9FC,,0,Unregistered,,,,,0,1.0,0
PROP-426304652951,,0,Unregistered,,,,,0,1.0,0
PROP-42085D0FD131,,0,Unregistered,,,,,0,1.0,0
PROP-C43A5DD549D6,,0,Unregistered,,,,,0,1.0,0
PROP-3E0A7FFC8F44,,0,Unregistered,,,,,0,1.0,0
PROP-D545824FCE12,RERA-KAR-77249232,1,Ongoing,25.0,47.0,53.2,57.0,18,0.167,0
PROP-49F8427BA530,RERA-KAR-54161670,1,Ongoing,8.0,54.0,14.8,15.0,6,0.667,0
PROP-AD0763871A2B,,0,Unregistered,,,,,0,1.0,0
PROP-78D9F3BC28E1,,0,Unregistered,,,,,0,1.0,0
PROP-3924AB89A8F8,,0,Unregistered,,,,,0,1.0,0
PROP-32EBC66B781B,,0,Unregistered,,,,,0,1.0,0
PROP-81B31D507B6B,,0,Unregistered,,,,,0,1.0,0
PROP-069ED981CF7B,,0,Unregistered,,,,,0,1.0,0
PROP-2840CE13C4CA,,0,Unregistered,,,,,0,1.0,0
PROP-898243F14116,,0,Unregistered,,,,,0,1.0,0
PROP-59425D6B90B5,,0,Unregistered,,,,,0,1.0,0
PROP-32A4C065F055,,0,Unregistered,,,,,0,1.0,0
PROP-C4EF9DF1AFEE,,0,Unregistered,,,,,0,1.0,0
PROP-B7FEAC547CA7,RERA-KAR-04616341,1,Completed,49.0,37.0,100.0,58.0,22,0.773,1
PROP-0481F45A3284,,0,Unregistered,,,,,0,1.0,0
PROP-F58AC1074B9B,RERA-KAR-65566625,1,Ongoing,39.0,60.0,65.0,125.0,5,0.4,0
PROP-2E315B85AA19,RERA-KAR-74194950,1,Ongoing,36.0,40.0,90.0,37.0,8,0.875,3
PROP-7EB8B1FF2E3F,,0,Unregistered,,,,,0,1.0,0
PROP-2838E40C6EE5,,0,Unregistered,,,,,0,1.0,0
PROP-5CFE43A40A59,,0,Unregistered,,,,,0,1.0,0
PROP-5011E8DFAA04,,0,Unregistered,,,,,0,1.0,0
PROP-32B1B4C9B69C,,0,Unregistered,,,,,0,1.0,0
PROP-FC2008100E33,,0,Unregistered,,,,,0,1.0,0
PROP-8C3CEA495C26,,0,Unregistered,,,,,0,1.0,0
PROP-677A0F1DBB5D,,0,Unregistered,,,,,0,1.0,0
PROP-19243DBED78A,,0,Unregistered,,,,,0,1.0,0
PROP-0E1ED18B2F72,,0,Unregistered,,,,,0,1.0,0
PROP-EEBA1F0EB3CE,,0,Unregistered,,,,,0,1.0,0
PROP-677A46584977,,0,Unregistered,,,,,0,1.0,0
PROP-76A544A9FE2A,RERA-KAR-28907584,1,Ongoing,30.0,51.0,58.8,50.0,7,0.571,0
PROP-4282396C3F81,,0,Unregistered,,,,,0,1.0,0
PROP-13350942A2F6,,0,Unregistered,,,,,0,1.0,0
PROP-008625DA3424,,0,Unregistered,,,,,0,1.0,0
PROP-CAF5F1DC0EE0,RERA-KAR-73410528,1,Ongoing,26.0,46.0,56.5,212.0,15,0.533,0
PROP-EB43842CD396,,0,Unregistered,,,,,0,1.0,0
PROP-06E01DE1DAB4,,0,Unregistered,,,,,0,1.0,0
PROP-F5D6F171D085,,0,Unregistered,,,,,0,1.0,0
PROP-C1C229391045,,0,Unregistered,,,,,0,1.0,0
PROP-8990F49A2BB5,,0,Unregistered,,,,,0,1.0,0
PROP-376FE777C681,,0,Unregistered,,,,,0,1.0,0
PROP-4E119C9A393B,,0,Unregistered,,,,,0,1.0,0
PROP-EDC70323BFBE,,0,Unregistered,,,,,0,1.0,0
PROP-5AF46D1968DD,,0,Unregistered,,,,,0,1.0,0
PROP-199217E76EA5,,0,Unregistered,,,,,0,1.0,0
PROP-8B5C0BABB32E,,0,Unregistered,,,,,0,1.0,0
PROP-DFEE17F469EB,,0,Unregistered,,,,,0,1.0,0
PROP-17AD810F2E44,RERA-KAR-05010822,1,Completed,72.0,47.0,100.0,38.0,19,0.842,2
PROP-63FDA6BCBB19,RERA-KAR-62717168,1,Ongoing,15.0,49.0,30.6,191.0,12,0.25,0
PROP-317DAA9555F8,RERA-KAR-07198740,1,Ongoing,48.0,51.0,94.1,177.0,16,0.625,2
PROP-2F2AA7ADB5EC,RERA-KAR-73410528,1,Completed,53.0,46.0,100.0,212.0,16,0.875,3
PROP-3CEE656CF538,,0,Unregistered,,,,,0,1.0,0
PROP-2A25157860A3,,0,Unregistered,,,,,0,1.0,0
PROP-30F29209C14E,,0,Unregistered,,,,,0,1.0,0
PROP-E7FEC0F9F14E,RERA-KAR-03351548,1,Ongoing,18.0,46.0,39.1,84.0,15,0.333,0
PROP-B9D66A7E9013,RERA-KAR-19646180,1,Ongoing,6.0,34.0,17.6,15.0,12,0.583,0
PROP-0E2DBE7372A4,,0,Unregistered,,,,,0,1.0,0
PROP-DA1C2531C1EE,RERA-KAR-03351548,1,Completed,51.0,46.0,100.0,84.0,23,0.609,1
PROP-02759B0F7FA6,,0,Unregistered,,,,,0,1.0,0
PROP-BB6E2289799E,,0,Unregistered,,,,,0,1.0,0
PROP-A874F692FDB3,,0,Unregistered,,,,,0,1.0,0
PROP-E40CCBBEBFF9,RERA-KAR-19395779,1,Ongoing,32.0,53.0,60.4,108.0,5,0.2,0
PROP-8F65E5996E86,,0,Unregistered,,,,,0,1.0,0
PROP-492625BAD932,RERA-KAR-01073914,1,Ongoing,11.0,32.0,34.4,75.0,7,0.714,1
PROP-360CCBB3F462,,0,Unregistered,,,,,0,1.0,0
PROP-2C989CD001DD,,0,Unregistered,,,,,0,1.0,0
PROP-BDA369CBAE67,,0,Unregistered,,,,,0,1.0,0
PROP-FD60D060D0F2,,0,Unregistered,,,,,0,1.0,0
PROP-1D5CF6DD2C38,,0,Unregistered,,,,,0,1.0,0
PROP-F08DE70114CF,,0,Unregistered,,,,,0,1.0,0
PROP-8FBCA026953D,,0,Unregistered,,,,,0,1.0,0
PROP-458DEF5FE251,,0,Unregistered,,,,,0,1.0,0
PROP-542BE0C4E8C7,,0,Unregistered,,,,,0,1.0,0
PROP-B04B4B568E69,,0,Unregistered,,,,,0,1.0,0
PROP-75D8FA66D4D5,,0,Unregistered,,,,,0,1.0,0
PROP-C9366A78D70D,,0,Unregistered,,,,,0,1.0,0
PROP-86A466C1422A,RERA-KAR-52882133,1,Ongoing,27.0,39.0,69.2,40.0,23,0.348,0
PROP-578B44709F4B,,0,Unregistered,,,,,0,1.0,0
PROP-8226A3C4BDFB,,0,Unregistered,,,,,0,1.0,0
PROP-7289071CC362,RERA-KAR-17072343,1,Completed,33.0,32.0,100.0,57.0,13,0.385,0
PROP-046DBBA740E7,,0,Unregistered,,,,,0,1.0,0
PROP-632C124B793F,,0,Unregistered,,,,,0,1.0,0
PROP-23D1C46A6E09,,0,Unregistered,,,,,0,1.0,0
PROP-396FAF52697A,,0,Unregistered,,,,,0,1.0,0
PROP-75035B6EE2A1,,0,Unregistered,,,,,0,1.0,0
PROP-F49FC2BE563A,,0,Unregistered,,,,,0,1.0,0
PROP-F5465006329D,,0,Unregistered,,,,,0,1.0,0
PROP-4D7964E143EF,,0,Unregistered,,,,,0,1.0,0
PROP-D9CFC5E00426,,0,Unregistered,,,,,0,1.0,0
PROP-AE3618DD1EF7,,0,Unregistered,,,,,0,1.0,0
PROP-37FA4D358BA0,,0,Unregistered,,,,,0,1.0,0
PROP-E4E5D9AD326C,,0,Unregistered,,,,,0,1.0,0
PROP-B6BB616D8810,,0,Unregistered,,,,,0,1.0,0
PROP-BB7E6C12AC01,,0,Unregistered,,,,,0,1.0,0
PROP-C787D641A765,,0,Unregistered,,,,,0,1.0,0
PROP-859A90C0E48E,,0,Unregistered,,,,,0,1.0,0
PROP-34A9F12E7619,,0,Unregistered,,,,,0,1.0,0
PROP-8186D4F7C797,,0,Unregistered,,,,,0,1.0,0
PROP-D0C6BDB466CA,RERA-KAR-87908963,1,Completed,37.0,32.0,100.0,82.0,12,1.0,2
PROP-741C96EF583F,RERA-KAR-10677473,1,Ongoing,23.0,47.0,48.9,27.0,5,0.2,0
PROP-F0CD7D7B91C7,,0,Unregistered,,,,,0,1.0,0
PROP-CFB66B79AB8A,,0,Unregistered,,,,,0,1.0,0
PROP-F0C9F50450AB,RERA-KAR-80137496,1,Ongoing,26.0,34.0,76.5,55.0,23,0.261,0
PROP-4C77F19FF4FE,RERA-KAR-45315827,1,Ongoing,17.0,58.0,29.3,121.0,34,0.5,0
PROP-96323E18006D,RERA-KAR-79433669,1,Ongoing,23.0,52.0,44.2,105.0,15,0.467,0
PROP-62B3C025A799,,0,Unregistered,,,,,0,1.0,0
PROP-97CD4339F338,RERA-KAR-50074595,1,Ongoing,41.0,53.0,77.4,42.0,7,0.286,0
PROP-02B5BBAB40F3,,0,Unregistered,,,,,0,1.0,0
PROP-311EA53670F4,,0,Unregistered,,,,,0,1.0,0
PROP-663084170394,,0,Unregistered,,,,,0,1.0,0
PROP-17CEA411974C,,0,Unregistered,,,,,0,1.0,0
PROP-D27FE8ED9C9F,,0,Unregistered,,,,,0,1.0,0
PROP-221699B617C6,,0,Unregistered,,,,,0,1.0,0
PROP-BE577A29B7DC,,0,Unregistered,,,,,0,1.0,0
PROP-4A541EAB5E3B,RERA-KAR-73504952,1,Ongoing,26.0,30.0,86.7,51.0,14,0.571,0
PROP-8598FF5B0D9F,,0,Unregistered,,,,,0,1.0,0
PROP-819403449005,,0,Unregistered,,,,,0,1.0,0
PROP-BA61B976B4F6,,0,Unregistered,,,,,0,1.0,0
PROP-1028B4EEB58E,RERA-KAR-80298832,1,Completed,30.0,25.0,100.0,65.0,17,0.588,0
PROP-ACA4D9272625,,0,Unregistered,,,,,0,1.0,0
PROP-07142F281307,,0,Unregistered,,,,,0,1.0,0
PROP-2CE536CC8739,RERA-KAR-44162145,1,Ongoing,19.0,25.0,76.0,82.0,7,0.429,0
PROP-64BCC534DEE6,,0,Unregistered,,,,,0,1.0,0
PROP-A7E58EBC8111,,0,Unregistered,,,,,0,1.0,0
PROP-8DFCFB61B985,RERA-KAR-37898509,1,Ongoing,51.0,52.0,98.1,49.0,12,0.667,0
PROP-5AA6F43284B1,,0,Unregistered,,,,,0,1.0,0
PROP-A15F6E3F3EE0,,0,Unregistered,,,,,0,1.0,0
PROP-38EAFC18E2E0,,0,Unregistered,,,,,0,1.0,0
PROP-FC5B51563F62,,0,Unregistered,,,,,0,1.0,0
PROP-4F52AFBE4481,,0,Unregistered,,,,,0,1.0,0
PROP-C31D335D562B,,0,Unregistered,,,,,0,1.0,0
PROP-DAE8D3047038,,0,Unregistered,,,,,0,1.0,0
PROP-F51837D84A18,RERA-KAR-99813392,1,Ongoing,6.0,57.0,10.5,170.0,22,0.864,3
PROP-174011838F9E,,0,Unregistered,,,,,0,1.0,0
PROP-A3B108569EF6,,0,Unregistered,,,,,0,1.0,0
PROP-62D1921BA313,,0,Unregistered,,,,,0,1.0,0
PROP-FD808EDF26D6,,0,Unregistered,,,,,0,1.0,0
PROP-1F155BCE877B,,0,Unregistered,,,,,0,1.0,0
PROP-38C44B534F9E,,0,Unregistered,,,,,0,1.0,0
PROP-AF4D2F125A68,,0,Unregistered,,,,,0,1.0,0
PROP-B88345C39282,,0,Unregistered,,,,,0,1.0,0
PROP-11F6896D35AA,,0,Unregistered,,,,,0,1.0,0
PROP-8770EB708E27,,0,Unregistered,,,,,0,1.0,0
PROP-F74E2E3DDDF5,RERA-KAR-99489509,1,Completed,39.0,31.0,100.0,113.0,11,1.0,2
PROP-B3E432D1FDB4,,0,Unregistered,,,,,0,1.0,0
PROP-4D448921E6A6,,0,Unregistered,,,,,0,1.0,0
PROP-541C3B96AD8A,,0,Unregistered,,,,,0,1.0,0
PROP-B628391A23DC,,0,Unregistered,,,,,0,1.0,0
PROP-BFBB36B68811,,0,Unregistered,,,,,0,1.0,0
PROP-D5FDCA073DCC,,0,Unregistered,,,,,0,1.0,0
PROP-CBE4BDD50E49,,0,Unregistered,,,,,0,1.0,0
PROP-79A803258FC1,,0,Unregistered,,,,,0,1.0,0
PROP-6AFD1A14CAC8,,0,Unregistered,,,,,0,1.0,0
PROP-EDF3E9E9EEA6,RERA-KAR-34572041,1,Ongoing,7.0,40.0,17.5,110.0,13,0.692,0
PROP-68AA96CE2AAB,RERA-KAR-37898509,1,Ongoing,39.0,52.0,75.0,49.0,11,0.727,0
PROP-B553DF515F0A,,0,Unregistered,,,,,0,1.0,0
PROP-A25299A351DA,,0,Unregistered,,,,,0,1.0,0
PROP-A4D421E11265,,0,Unregistered,,,,,0,1.0,0
PROP-9900E0547800,,0,Unregistered,,,,,0,1.0,0
PROP-6200C9A9ECAA,,0,Unregistered,,,,,0,1.0,0
PROP-96358EF80DE7,,0,Unregistered,,,,,0,1.0,0
PROP-A745F5E64EA9,,0,Unregistered,,,,,0,1.0,0
PROP-A5561AA6A795,,0,Unregistered,,,,,0,1.0,0
PROP-92F43CDD0D1D,,0,Unregistered,,,,,0,1.0,0
PROP-6EC83144CC45,,0,Unregistered,,,,,0,1.0,0
PROP-C7F8063207C1,RERA-KAR-85570307,1,Ongoing,41.0,52.0,78.8,103.0,9,0.556,0
PROP-50D58314C956,,0,Unregistered,,,,,0,1.0,0
PROP-F514ED5202EC,,0,Unregistered,,,,,0,1.0,0
PROP-A926F1E12C10,,0,Unregistered,,,,,0,1.0,0
PROP-2298E6E78A4A,,0,Unregistered,,,,,0,1.0,0
PROP-E3F1CABBFEC8,,0,Unregistered,,,,,0,1.0,0
PROP-EF50F94507A9,,0,Unregistered,,,,,0,1.0,0
PROP-69E42AFDB07F,,0,Unregistered,,,,,0,1.0,0
PROP-8A786F10EA58,RERA-KAR-59163500,1,Ongoing,38.0,42.0,90.5,48.0,21,0.667,3
PROP-5D93958C156B,RERA-KAR-93619690,1,Ongoing,16.0,44.0,36.4,291.0,10,0.4,0
PROP-494FAC879D5B,,0,Unregistered,,,,,0,1.0,0
PROP-EF590A9EA9DB,,0,Unregistered,,,,,0,1.0,0
PROP-6198AC7EC0DF,RERA-KAR-71052427,1,Ongoing,41.0,59.0,69.5,33.0,15,0.933,4
PROP-5137A3304A8D,,0,Unregistered,,,,,0,1.0,0
PROP-034D7A0B20C3,,0,Unregistered,,,,,0,1.0,0
PROP-05CE80B8C1AA,,0,Unregistered,,,,,0,1.0,0
PROP-AD67C3A9A291,RERA-KAR-04561577,1,Ongoing,15.0,46.0,32.6,141.0,16,0.438,0
PROP-0E17C65A21D4,RERA-KAR-04561577,1,Ongoing,15.0,46.0,32.6,141.0,17,0.471,0
PROP-E7031A20A926,,0,Unregistered,,,,,0,1.0,0
PROP-3246C3FC5C55,RERA-KAR-43026543,1,Ongoing,9.0,34.0,26.5,41.0,9,0.333,0
PROP-50AAA88D9120,,0,Unregistered,,,,,0,1.0,0
PROP-8B6269F4BD28,RERA-KAR-70510487,1,Ongoing,9.0,47.0,19.1,64.0,9,0.667,0
PROP-1546EEBB457A,,0,Unregistered,,,,,0,1.0,0
PROP-25D885A113E6,,0,Unregistered,,,,,0,1.0,0
PROP-849A281CFF54,,0,Unregistered,,,,,0,1.0,0
PROP-190395B99E9D,,0,Unregistered,,,,,0,1.0,0
PROP-2DB34F9A522C,,0,Unregistered,,,,,0,1.0,0
PROP-1383C31E32FC,,0,Unregistered,,,,,0,1.0,0
PROP-479CDA774E4C,,0,Unregistered,,,,,0,1.0,0
PROP-528575F62F88,,0,Unregistered,,,,,0,1.0,0
